geracao;minFitness;maxFitness;avgFitness;time
46122;6675;26511;11751;276.822751
46123;6675;26384;12264;276.827403
46124;6675;26354;11762;276.832002
46125;6675;26261;11438;276.836479
46126;6675;26053;12368;276.841088
46127;6675;26200;11475;276.845607
46128;6675;26309;11798;276.849864
46129;6675;26324;11564;276.854234
46130;6675;25970;11120;276.870722
46131;6674;26200;11661;276.876043
46132;6674;26015;11263;276.891946
46133;6674;26185;11454;276.902713
46134;6674;26237;11921;276.906966
46135;6674;25966;11889;276.910959
46136;6674;26090;12019;276.914849
46137;6674;26553;11840;276.918998
46138;6674;26093;11552;276.922804
46139;6674;26337;11397;276.926535
46140;6674;25773;11884;276.930378
46141;6674;26281;11271;276.934206
46142;6674;25859;11150;276.937857
46143;6674;26286;12158;276.941685
46144;6674;25924;11265;276.945431
46145;6674;25875;11734;276.949506
46146;6674;26630;11651;276.953187
46147;6674;26553;12280;276.956949
46148;6674;26104;11776;276.960689
46149;6674;26209;12386;276.964755
46150;6674;26129;12123;276.969432
46151;6674;26200;11930;276.974114
46152;6674;25755;11714;276.978940
46153;6674;26647;11719;276.983612
46154;6674;26250;12050;276.988307
46155;6674;26342;11425;276.993007
46156;6674;26047;11714;276.997723
46157;6674;26091;11661;277.002728
46158;6674;26385;12139;277.007572
46159;6674;26098;11166;277.013348
46160;6674;26049;11650;277.018478
46161;6674;26300;11641;277.023660
46162;6674;26037;12006;277.029157
46163;6674;26506;11072;277.035103
46164;6674;26441;11291;277.041623
46165;6674;26154;12506;277.048070
46166;6674;25932;12015;277.054615
46167;6674;26669;12121;277.061224
46168;6674;26526;12530;277.067731
46169;6674;26183;11547;277.074198
46170;6674;26266;11878;277.080699
46171;6674;25749;10955;277.087078
46172;6674;26503;11488;277.093378
46173;6674;26026;11884;277.099626
46174;6674;26296;11712;277.106143
46175;6674;26047;12500;277.112588
46176;6674;25948;11643;277.119016
46177;6674;26395;10946;277.125242
46178;6674;26166;11281;277.131473
46179;6674;26746;11729;277.137592
46180;6674;25786;11028;277.142685
46181;6674;26264;11627;277.147422
46182;6674;26346;11132;277.151767
46183;6674;26270;10949;277.155725
46184;6674;26661;11514;277.159365
46185;6674;26051;11210;277.162972
46186;6674;26027;11946;277.166798
46187;6674;26142;11832;277.170559
46188;6674;26442;11820;277.174278
46189;6674;26270;11902;277.177996
46190;6674;26041;11116;277.181752
46191;6674;26506;11453;277.185800
46192;6674;26163;12318;277.190174
46193;6674;25900;12326;277.194005
46194;6674;26207;11462;277.197822
46195;6674;25891;11125;277.201536
46196;6674;26569;11723;277.205280
46197;6674;26016;11860;277.209109
46198;6674;26213;11385;277.213011
46199;6674;26092;11846;277.216813
46200;6674;26268;12204;277.220619
46201;6674;26646;11860;277.224435
46202;6674;26829;11979;277.229023
46203;6674;26148;11428;277.234235
46204;6674;26071;11294;277.239284
46205;6674;25827;11641;277.244447
46206;6674;25849;11326;277.249640
46207;6674;25843;11965;277.254155
46208;6674;26186;11648;277.257983
46209;6674;26236;11335;277.261904
46210;6674;26624;11837;277.265805
46211;6674;26355;11590;277.269602
46212;6674;26116;12212;277.273453
46213;6674;26583;11619;277.277296
46214;6674;26271;11525;277.281013
46215;6674;26015;11221;277.284662
46216;6674;26525;12066;277.288406
46217;6674;26541;11879;277.292186
46218;6674;26496;11965;277.295987
46219;6674;25877;12077;277.299786
46220;6674;26234;11679;277.303629
46221;6674;25965;12200;277.307512
46222;6674;25858;11671;277.311244
46223;6674;26048;11736;277.314937
46224;6674;26441;11910;277.318899
46225;6674;26004;11543;277.322942
46226;6674;25911;12096;277.326687
46227;6674;25989;11385;277.330449
46228;6674;26479;12135;277.334258
46229;6674;25838;11965;277.338159
46230;6674;26184;11601;277.341909
46231;6674;26203;12140;277.345731
46232;6674;26251;12646;277.349528
46233;6674;26377;12728;277.353587
46234;6674;26000;12184;277.357520
46235;6674;26444;11687;277.361354
46236;6674;25991;10733;277.364997
46237;6674;26069;11384;277.368917
46238;6674;25804;11008;277.373210
46239;6674;26142;11674;277.377351
46240;6674;25949;11499;277.381468
46241;6674;26135;11503;277.385740
46242;6674;26785;12066;277.389980
46243;6674;26155;12122;277.394219
46244;6674;25726;11758;277.398555
46245;6674;26332;11867;277.403297
46246;6674;26544;11266;277.407948
46247;6674;25704;11574;277.412781
46248;6674;26262;11854;277.417785
46249;6674;26525;12282;277.422080
46250;6674;26206;11531;277.426285
46251;6674;26233;11942;277.430541
46252;6674;26235;11482;277.434693
46253;6674;26407;11143;277.438708
46254;6674;26464;12026;277.442808
46255;6674;26116;11622;277.447044
46256;6674;26030;12334;277.451324
46257;6674;26346;11906;277.455483
46258;6674;26003;11261;277.459802
46259;6674;26089;12395;277.464093
46260;6674;26270;12089;277.468305
46261;6674;26156;11385;277.472394
46262;6674;26394;11623;277.476514
46263;6674;26526;11718;277.480478
46264;6674;26392;12789;277.484245
46265;6674;26236;11899;277.488054
46266;6674;26025;11551;277.491855
46267;6674;26429;11504;277.495944
46268;6674;26222;11661;277.500627
46269;6674;26708;12836;277.505506
46270;6674;26459;11786;277.510952
46271;6674;26106;11776;277.515863
46272;6674;26274;11132;277.520686
46273;6674;26817;11295;277.525475
46274;6674;25801;11756;277.530164
46275;6674;26295;11306;277.534828
46276;6674;26172;11259;277.539498
46277;6674;26084;11571;277.545080
46278;6674;25800;12091;277.550041
46279;6674;26608;11652;277.554832
46280;6674;26228;11945;277.559638
46281;6674;26235;11768;277.564282
46282;6674;26172;11917;277.569185
46283;6674;26443;12081;277.573995
46284;6674;25956;11864;277.578781
46285;6674;26264;11457;277.583488
46286;6674;25869;11769;277.588617
46287;6674;26182;11235;277.593829
46288;6674;27316;11173;277.599246
46289;6674;26161;11453;277.607390
46290;6674;25982;11270;277.617024
46291;6674;26164;12611;277.624615
46292;6674;25989;11661;277.632365
46293;6674;26111;11435;277.639762
46294;6674;26500;11698;277.646847
46295;6674;26593;12095;277.654053
46296;6674;26109;11179;277.661070
46297;6674;26471;11164;277.668273
46298;6674;26613;12092;277.675305
46299;6674;25878;11059;277.682709
46300;6674;26401;11751;277.690131
46301;6674;26533;11656;277.697813
46302;6674;26415;12171;277.705134
46303;6674;26252;12058;277.713189
46304;6674;26181;11696;277.720682
46305;6674;26101;12139;277.728447
46306;6674;25912;11280;277.735486
46307;6674;25961;12158;277.743027
46308;6674;26080;11481;277.750290
46309;6674;26169;12091;277.757439
46310;6674;25811;11996;277.763286
46311;6674;25973;12146;277.768497
46312;6674;26453;11460;277.773250
46313;6674;26300;11551;277.777511
46314;6674;26176;12042;277.781596
46315;6674;26283;11635;277.785497
46316;6674;26061;12647;277.789352
46317;6674;26098;11763;277.793160
46318;6674;26592;11545;277.796877
46319;6674;26538;11983;277.800578
46320;6674;25687;11850;277.804505
46321;6674;26340;11322;277.808889
46322;6674;26274;12000;277.813023
46323;6674;26449;12180;277.817138
46324;6674;25986;11882;277.821253
46325;6674;26247;11680;277.825047
46326;6674;25935;11896;277.828783
46327;6674;26045;11350;277.832478
46328;6674;26154;11029;277.836538
46329;6673;26037;11715;277.840836
46330;6673;26378;13151;277.845180
46331;6673;26194;11351;277.849475
46332;6673;25915;11639;277.853928
46333;6673;25983;11739;277.858215
46334;6673;26226;11763;277.862474
46335;6673;26275;11368;277.867128
46336;6673;26296;11709;277.871356
46337;6673;26378;12282;277.875616
46338;6673;26227;12245;277.879851
46339;6673;27028;11662;277.884147
46340;6673;25781;11338;277.888320
46341;6673;26020;11721;277.892528
46342;6673;26171;11367;277.896704
46343;6673;26314;11415;277.900930
46344;6673;26202;11204;277.904694
46345;6673;26242;11346;277.908421
46346;6673;26025;11110;277.912036
46347;6673;26604;11270;277.915859
46348;6673;26669;11435;277.919573
46349;6673;26467;11110;277.923228
46350;6673;25981;10886;277.926905
46351;6673;26331;10835;277.930734
46352;6673;26213;11520;277.934444
46353;6673;25513;11570;277.938182
46354;6673;25988;11659;277.941991
46355;6673;25880;11260;277.945988
46356;6673;26276;11513;277.949949
46357;6673;26046;11673;277.953828
46358;6673;26267;11896;277.957659
46359;6673;26197;11348;277.961696
46360;6673;26337;11441;277.965461
46361;6673;26006;11321;277.969160
46362;6673;26026;11655;277.973105
46363;6673;26476;12056;277.977944
46364;6673;25937;11655;277.983689
46365;6673;26533;11491;277.988170
46366;6673;25926;11663;277.992034
46367;6673;26318;11749;277.996543
46368;6673;26171;11899;278.000472
46369;6673;26579;11413;278.004335
46370;6673;25989;12098;278.008488
46371;6673;25810;12138;278.012563
46372;6673;26572;12120;278.017188
46373;6673;25938;12051;278.021082
46374;6673;26305;11620;278.025247
46375;6673;26577;11906;278.029269
46376;6673;25887;11837;278.033304
46377;6673;25831;12534;278.037248
46378;6673;25937;12404;278.042418
46379;6673;27085;11898;278.047675
46380;6673;26223;11664;278.052769
46381;6673;26154;11742;278.058024
46382;6673;26112;11143;278.062946
46383;6673;26304;11949;278.068098
46384;6673;26037;11864;278.073218
46385;6673;25890;12010;278.078384
46386;6673;25940;11472;278.083580
46387;6673;26535;11865;278.087699
46388;6673;26123;11854;278.092248
46389;6673;26119;11274;278.097023
46390;6673;26183;11715;278.102157
46391;6673;26303;11517;278.106876
46392;6673;26623;12030;278.111648
46393;6673;26261;11861;278.116783
46394;6673;26275;12270;278.121625
46395;6673;25918;12092;278.126586
46396;6673;26401;11391;278.131512
46397;6673;26171;11231;278.136279
46398;6673;26809;11422;278.141316
46399;6673;26358;12239;278.146323
46400;6673;26541;11347;278.152067
46401;6673;26495;11029;278.158329
46402;6673;26255;12126;278.164028
46403;6673;26623;11535;278.169589
46404;6673;25791;11304;278.175609
46405;6673;25913;12274;278.182173
46406;6673;25777;12466;278.187790
46407;6673;26355;11862;278.193647
46408;6673;26162;12210;278.199233
46409;6673;26542;12315;278.204944
46410;6673;25898;11661;278.210461
46411;6673;25855;11474;278.215866
46412;6673;25991;11644;278.221461
46413;6673;26349;11830;278.227076
46414;6673;26404;12483;278.232690
46415;6673;26367;11347;278.238043
46416;6673;25796;11322;278.243764
46417;6673;26103;12023;278.249284
46418;6673;26380;11256;278.254813
46419;6673;26290;12278;278.260381
46420;6673;26332;11598;278.265813
46421;6673;26069;12018;278.271733
46422;6673;26151;11449;278.279139
46423;6673;26218;12011;278.285377
46424;6673;26345;11948;278.289994
46425;6673;26169;11430;278.294617
46426;6673;26105;11767;278.299231
46427;6673;26220;11867;278.304019
46428;6673;25838;11558;278.308675
46429;6673;25770;11608;278.313285
46430;6673;26614;12395;278.318089
46431;6673;26051;11325;278.322619
46432;6673;26553;11590;278.327230
46433;6673;26106;11310;278.331761
46434;6673;26345;11297;278.336142
46435;6673;26044;11253;278.340016
46436;6673;26492;12001;278.343795
46437;6673;26384;10928;278.347467
46438;6673;25971;11171;278.351219
46439;6673;26131;11218;278.354863
46440;6673;26267;12561;278.358655
46441;6673;26456;12448;278.362505
46442;6673;26006;11586;278.366644
46443;6673;26384;11852;278.371932
46444;6673;26098;12328;278.376557
46445;6673;26065;11805;278.382160
46446;6673;26248;12217;278.387788
46447;6673;26244;11815;278.394216
46448;6673;25969;12181;278.401593
46449;6673;26181;11899;278.408845
46450;6673;26115;12348;278.416300
46451;6673;26003;11561;278.423569
46452;6673;25908;11601;278.431015
46453;6673;25726;11458;278.438398
46454;6673;26093;11202;278.446693
46455;6673;25920;11334;278.456513
46456;6673;26554;11764;278.464864
46457;6673;25837;11479;278.472316
46458;6673;25747;11739;278.479928
46459;6673;26260;11167;278.487115
46460;6673;26046;11556;278.494297
46461;6673;26155;11925;278.501439
46462;6673;26054;12316;278.509218
46463;6673;26772;11659;278.516544
46464;6673;26390;11674;278.523858
46465;6673;26209;12218;278.531239
46466;6673;26514;11710;278.538900
46467;6673;26366;12236;278.548976
46468;6673;26036;11410;278.557491
46469;6673;26097;11306;278.564682
46470;6673;26062;12264;278.572124
46471;6673;26490;12518;278.579479
46472;6671;25857;11491;278.586941
46473;6671;26426;11337;278.594333
46474;6671;26222;12351;278.601999
46475;6671;26072;11230;278.609367
46476;6671;26349;11881;278.618059
46477;6671;25945;11530;278.625856
46478;6671;26294;10817;278.633251
46479;6671;26607;11866;278.640694
46480;6671;26019;11794;278.648343
46481;6671;26688;11734;278.655833
46482;6671;25767;11458;278.663502
46483;6671;26618;12112;278.670944
46484;6671;26245;12317;278.678424
46485;6671;26022;11488;278.685972
46486;6671;25980;11852;278.693708
46487;6671;26526;11878;278.701078
46488;6671;26147;11603;278.708334
46489;6671;25948;11192;278.715510
46490;6671;25852;11917;278.722719
46491;6671;26232;11551;278.729817
46492;6671;25890;12269;278.735587
46493;6671;26285;12407;278.740736
46494;6671;26307;12215;278.745626
46495;6671;26113;11270;278.749813
46496;6671;25981;11199;278.753776
46497;6671;26041;11290;278.758088
46498;6671;26036;11072;278.762296
46499;6671;26126;11785;278.767222
46500;6671;26062;11391;278.772666
46501;6671;26347;12336;278.778743
46502;6671;26345;11564;278.784700
46503;6671;26206;11959;278.792573
46504;6671;26082;11513;278.801257
46505;6671;26162;11779;278.809773
46506;6671;26330;11786;278.818352
46507;6671;26452;11963;278.824444
46508;6671;26050;11712;278.830544
46509;6671;26815;10858;278.836633
46510;6671;26066;11487;278.842694
46511;6671;26242;11351;278.848945
46512;6671;26628;11797;278.856103
46513;6671;26072;12032;278.863485
46514;6671;25927;11532;278.870797
46515;6671;26495;11462;278.878036
46516;6671;26380;11333;278.885267
46517;6671;25380;11525;278.892512
46518;6671;26397;11717;278.899026
46519;6671;25969;12101;278.903970
46520;6671;26607;12109;278.908688
46521;6671;26263;11347;278.914051
46522;6671;26268;11249;278.919018
46523;6671;26041;11375;278.923562
46524;6671;26167;12366;278.928425
46525;6671;26333;11321;278.933251
46526;6671;25961;11195;278.938165
46527;6671;26018;11448;278.942722
46528;6671;25820;12332;278.947361
46529;6671;25921;11864;278.952119
46530;6671;25890;11651;278.956851
46531;6671;26186;12363;278.962386
46532;6671;26390;12885;278.968687
46533;6671;25975;11734;278.976658
46534;6671;26204;11531;278.983951
46535;6671;26154;11537;278.992950
46536;6671;26258;10947;279.002655
46537;6671;26359;11283;279.010092
46538;6671;26157;11478;279.017149
46539;6671;26644;12100;279.024436
46540;6671;26036;11741;279.031716
46541;6671;26007;11677;279.039060
46542;6671;26065;11743;279.045500
46543;6671;26292;11607;279.051235
46544;6671;26277;11947;279.056028
46545;6671;26027;11797;279.060739
46546;6671;25804;11391;279.064779
46547;6671;26582;11213;279.068924
46548;6671;26289;11372;279.072706
46549;6671;26551;11773;279.076422
46550;6671;26454;11247;279.080103
46551;6671;26828;10987;279.083856
46552;6671;26504;11229;279.087581
46553;6671;26090;12607;279.091458
46554;6671;26339;11943;279.095266
46555;6671;26297;11626;279.099272
46556;6671;26156;11665;279.103050
46557;6671;26053;11796;279.106824
46558;6671;25779;11491;279.110579
46559;6671;26359;11831;279.114507
46560;6671;26566;11283;279.118350
46561;6671;25977;11076;279.122156
46562;6671;25866;11208;279.125923
46563;6671;26044;11946;279.129882
46564;6671;26296;11742;279.133663
46565;6671;26102;11418;279.137417
46566;6671;26209;11779;279.141165
46567;6671;25846;12110;279.145156
46568;6671;26417;11839;279.149044
46569;6671;26217;12143;279.152835
46570;6671;26523;12084;279.156651
46571;6671;26095;11777;279.161326
46572;6671;26512;11470;279.166104
46573;6671;26127;11236;279.171208
46574;6671;26321;11209;279.177283
46575;6671;25802;10994;279.186015
46576;6671;25703;11456;279.192471
46577;6671;25884;12116;279.198939
46578;6671;26157;10813;279.205236
46579;6671;26199;11025;279.211537
46580;6671;26026;11480;279.217899
46581;6671;26457;11523;279.225209
46582;6671;26557;12237;279.231626
46583;6671;26278;12159;279.238096
46584;6671;26245;12254;279.245237
46585;6671;25981;12090;279.252457
46586;6671;26162;12837;279.260195
46587;6671;26261;11787;279.267711
46588;6671;26269;12082;279.275237
46589;6671;25930;12027;279.282715
46590;6671;25721;11781;279.290177
46591;6671;26252;11880;279.297542
46592;6671;26191;11920;279.305086
46593;6671;26651;12046;279.312708
46594;6671;25987;11618;279.320422
46595;6671;25928;11242;279.326603
46596;6671;26421;12288;279.332187
46597;6671;25918;11307;279.340077
46598;6671;26574;11852;279.347243
46599;6671;26628;12174;279.353368
46600;6671;26052;11593;279.359134
46601;6671;26468;12593;279.365265
46602;6671;25999;11307;279.372419
46603;6671;26211;11883;279.380098
46604;6671;26338;11965;279.387452
46605;6671;26207;12319;279.394770
46606;6671;26164;11896;279.404670
46607;6671;26314;11826;279.412517
46608;6671;26314;12397;279.419895
46609;6671;26241;12002;279.427940
46610;6671;26072;11869;279.436097
46611;6671;26137;11593;279.443461
46612;6671;26374;11483;279.450699
46613;6671;25929;11346;279.457937
46614;6671;25916;10973;279.465215
46615;6671;25946;11539;279.472400
46616;6671;26177;11559;279.479952
46617;6671;26468;11489;279.487177
46618;6671;25861;10978;279.494582
46619;6671;26201;11346;279.501714
46620;6671;26045;11802;279.509429
46621;6671;26219;11511;279.516597
46622;6671;26074;12006;279.521780
46623;6671;26547;11842;279.526117
46624;6671;25903;11748;279.531289
46625;6671;26419;11307;279.536466
46626;6671;25811;11106;279.540758
46627;6671;25749;11484;279.545113
46628;6671;25991;11273;279.549540
46629;6671;26491;11299;279.553965
46630;6671;25895;11321;279.558511
46631;6671;25792;11878;279.563712
46632;6671;25872;11679;279.568213
46633;6671;26347;11637;279.572860
46634;6671;26107;11291;279.577241
46635;6671;25919;10700;279.581679
46636;6671;26189;11141;279.585918
46637;6671;25911;11763;279.590312
46638;6671;26546;11959;279.594708
46639;6671;25889;11742;279.599568
46640;6671;26216;11318;279.604577
46641;6671;26265;11681;279.609358
46642;6671;26616;11847;279.614044
46643;6671;25844;11893;279.620283
46644;6671;26207;10633;279.625346
46645;6671;26368;10968;279.629946
46646;6671;26035;12297;279.634505
46647;6671;26200;11325;279.639349
46648;6671;27021;11417;279.643859
46649;6671;26234;12513;279.648378
46650;6671;26744;11386;279.652814
46651;6671;26043;11747;279.657301
46652;6671;25993;11847;279.661828
46653;6671;26143;11754;279.666331
46654;6671;25866;11066;279.670681
46655;6671;26531;11557;279.675599
46656;6671;26443;11971;279.681208
46657;6671;26299;11676;279.687621
46658;6671;26153;11513;279.694221
46659;6671;26166;11281;279.700396
46660;6671;27088;11621;279.706570
46661;6671;26305;11855;279.711106
46662;6671;26242;11722;279.715823
46663;6671;26633;12189;279.719999
46664;6671;26182;12481;279.724830
46665;6671;26673;12273;279.728935
46666;6671;26068;12051;279.733139
46667;6671;26164;11403;279.737028
46668;6671;26350;11397;279.740854
46669;6671;26134;11306;279.744642
46670;6671;25924;12401;279.748575
46671;6671;26282;11392;279.752428
46672;6671;26169;11273;279.756200
46673;6671;26207;11563;279.760014
46674;6671;26144;10928;279.763765
46675;6671;26516;11407;279.767506
46676;6671;26081;12309;279.773187
46677;6671;26172;11902;279.778292
46678;6671;26612;11821;279.782200
46679;6671;26592;11731;279.786601
46680;6671;26130;10823;279.790306
46681;6671;26105;11492;279.794038
46682;6671;25979;10915;279.797704
46683;6671;26177;11245;279.801792
46684;6671;26287;11220;279.805692
46685;6671;26339;11819;279.809464
46686;6671;26513;12013;279.813236
46687;6671;26360;11698;279.817061
46688;6671;25763;12161;279.820883
46689;6671;26209;11288;279.824600
46690;6671;26606;12311;279.828458
46691;6671;26102;11875;279.833191
46692;6671;25832;11384;279.837793
46693;6671;26336;11689;279.842583
46694;6671;25863;11866;279.846882
46695;6671;25878;11250;279.851098
46696;6671;25923;11555;279.855265
46697;6671;26187;11756;279.859505
46698;6671;26151;11798;279.864097
46699;6671;26003;11875;279.868817
46700;6671;25970;11900;279.874112
46701;6671;26778;12487;279.879789
46702;6671;26210;11655;279.886134
46703;6671;25885;11454;279.893671
46704;6671;26112;11434;279.902174
46705;6671;26698;11518;279.911527
46706;6671;26040;11967;279.920731
46707;6671;25998;11430;279.930742
46708;6671;26217;11096;279.939879
46709;6671;26193;11584;279.949023
46710;6671;26033;11419;279.958094
46711;6671;26031;11311;279.967061
46712;6671;26504;11836;279.976384
46713;6671;25801;11559;279.985554
46714;6671;26125;11555;279.994986
46715;6671;27042;11073;280.004541
46716;6671;26844;11500;280.014264
46717;6671;26442;11262;280.025865
46718;6671;25704;11282;280.038510
46719;6671;25972;11636;280.048168
46720;6671;26546;11698;280.057839
46721;6671;25996;11830;280.068069
46722;6671;26025;11308;280.078450
46723;6671;26246;12172;280.088040
46724;6671;26088;11424;280.097417
46725;6671;26534;11312;280.106591
46726;6671;26261;10670;280.116592
46727;6671;25906;11658;280.129176
46728;6671;25921;11335;280.138136
46729;6671;26220;11367;280.147295
46730;6671;26378;11316;280.156394
46731;6671;26188;11327;280.165653
46732;6671;26114;11486;280.174792
46733;6671;25889;11663;280.184362
46734;6671;26214;11701;280.193932
46735;6671;26544;11471;280.203495
46736;6671;26694;11337;280.212960
46737;6671;25901;12256;280.222795
46738;6671;26188;11422;280.231976
46739;6671;26548;11689;280.239409
46740;6671;26283;11597;280.247303
46741;6671;26764;11977;280.254731
46742;6671;25875;11485;280.262817
46743;6671;25781;11667;280.270475
46744;6671;25868;11157;280.279514
46745;6671;26051;11348;280.287872
46746;6671;25850;11197;280.295638
46747;6671;25907;11542;280.304231
46748;6671;26122;10835;280.312692
46749;6671;25755;11545;280.321201
46750;6671;26176;11769;280.329928
46751;6671;26266;11408;280.337213
46752;6671;26207;12029;280.342456
46753;6671;25798;12451;280.347485
46754;6671;26544;11573;280.352983
46755;6660;26594;11161;280.358755
46756;6660;26755;11217;280.362901
46757;6660;26295;11428;280.366944
46758;6660;26301;11629;280.370763
46759;6660;25858;11934;280.374784
46760;6660;26037;11823;280.378825
46761;6660;25860;11190;280.382924
46762;6660;26124;11746;280.386985
46763;6660;25850;11708;280.390927
46764;6660;26267;11848;280.395132
46765;6660;25988;11294;280.400240
46766;6660;26323;11460;280.404221
46767;6660;26664;12207;280.408583
46768;6660;25932;11624;280.412704
46769;6660;26012;11844;280.416745
46770;6660;26464;11452;280.420650
46771;6660;26117;11865;280.424520
46772;6660;26047;12037;280.428734
46773;6660;25905;11646;280.432687
46774;6660;26523;11441;280.436702
46775;6660;26212;11902;280.440664
46776;6660;26606;11357;280.446405
46777;6660;26684;11832;280.451822
46778;6660;26083;10935;280.457234
46779;6660;26220;11317;280.461179
46780;6660;26471;11783;280.465141
46781;6660;25932;11635;280.469178
46782;6660;26378;12300;280.473416
46783;6660;26451;11896;280.477888
46784;6660;26302;11146;280.481885
46785;6660;26497;11621;280.485830
46786;6660;26412;11807;280.490062
46787;6660;26773;11900;280.494231
46788;6660;26217;11836;280.498310
46789;6660;26238;12292;280.502329
46790;6660;26097;11419;280.506371
46791;6660;26548;12411;280.510402
46792;6660;26258;11391;280.514331
46793;6660;25990;11232;280.518300
46794;6660;26767;11466;280.522613
46795;6660;26012;12220;280.527211
46796;6660;25965;11373;280.532126
46797;6660;26283;11276;280.537891
46798;6660;26076;11012;280.544144
46799;6660;26421;11206;280.550880
46800;6660;26508;11286;280.557573
46801;6660;26317;11195;280.564196
46802;6660;26381;11462;280.571069
46803;6660;26293;11738;280.577846
46804;6660;26036;11825;280.585705
46805;6660;26186;11499;280.592672
46806;6660;26200;11647;280.600353
46807;6660;26321;11567;280.608288
46808;6660;26161;11425;280.616022
46809;6660;25880;12132;280.623582
46810;6660;25811;12748;280.631818
46811;6660;25820;11678;280.639311
46812;6660;26299;11639;280.646251
46813;6660;26343;11421;280.654058
46814;6660;26352;11607;280.662082
46815;6660;26338;11862;280.669958
46816;6660;26579;11689;280.676530
46817;6660;26113;11636;280.680456
46818;6660;25964;11632;280.684580
46819;6660;25900;11438;280.689049
46820;6660;26048;11427;280.693750
46821;6660;26277;12151;280.698564
46822;6660;26124;11223;280.703946
46823;6660;26222;11334;280.709880
46824;6660;26656;11732;280.716416
46825;6660;26067;11136;280.724352
46826;6660;26275;11501;280.732157
46827;6660;26344;11125;280.740234
46828;6660;25989;11940;280.748037
46829;6660;26066;11677;280.755820
46830;6660;25948;11994;280.763563
46831;6660;26313;11544;280.771553
46832;6660;26244;11999;280.779532
46833;6660;26169;11339;280.787476
46834;6643;26394;11446;280.795114
46835;6643;25629;11332;280.802936
46836;6643;26330;11267;280.810744
46837;6643;25893;11149;280.818428
46838;6643;26041;11330;280.826005
46839;6643;26722;12591;280.834127
46840;6643;25824;11716;280.842055
46841;6643;26358;11696;280.849852
46842;6643;26242;11858;280.857496
46843;6643;25965;11497;280.865416
46844;6643;25982;10985;280.873194
46845;6643;25912;11751;280.881206
46846;6643;26236;11153;280.888964
46847;6643;26138;11659;280.896964
46848;6643;26086;11066;280.904728
46849;6643;25901;11284;280.912652
46850;6643;26652;10980;280.920397
46851;6643;25868;11444;280.927078
46852;6643;26524;11439;280.932952
46853;6643;27169;11793;280.938145
46854;6643;26215;12022;280.945314
46855;6643;26014;11446;280.952640
46856;6643;25950;11558;280.960107
46857;6643;25646;11324;280.967366
46858;6643;26276;11464;280.974976
46859;6643;26106;11093;280.982200
46860;6643;26572;11942;280.989674
46861;6643;25637;11336;280.996458
46862;6643;25884;11821;281.002338
46863;6643;26061;11848;281.007385
46864;6643;26231;11892;281.012156
46865;6643;26631;11860;281.016430
46866;6643;26607;11819;281.021870
46867;6643;26009;11705;281.028236
46868;6643;25765;11274;281.034878
46869;6643;26158;11227;281.041265
46870;6643;26460;12191;281.048612
46871;6643;25802;11776;281.055773
46872;6643;25851;10796;281.062925
46873;6643;26387;11079;281.069915
46874;6643;25804;12193;281.077092
46875;6643;26506;11614;281.084856
46876;6643;26361;11945;281.092606
46877;6643;25930;11197;281.100376
46878;6643;26438;11342;281.107998
46879;6643;26668;11969;281.116136
46880;6643;26068;12638;281.126031
46881;6643;26290;11643;281.135448
46882;6643;25955;11425;281.145315
46883;6643;26175;11602;281.154501
46884;6643;26323;11122;281.163507
46885;6643;25984;11382;281.172554
46886;6643;26278;11101;281.181316
46887;6643;26317;10844;281.189969
46888;6643;25873;11282;281.198156
46889;6643;25493;10939;281.206789
46890;6643;26599;11457;281.215000
46891;6643;26095;11827;281.222399
46892;6643;25879;12243;281.228713
46893;6643;25865;11841;281.233957
46894;6643;26182;11891;281.238990
46895;6643;26436;11753;281.244689
46896;6643;25876;11305;281.251687
46897;6643;26245;11139;281.258946
46898;6643;26254;11671;281.266408
46899;6643;26342;11726;281.273795
46900;6639;26304;10871;281.281101
46901;6639;26553;11714;281.288509
46902;6620;26196;12158;281.296201
46903;6620;26042;12021;281.303441
46904;6620;25889;11663;281.310598
46905;6616;26044;11304;281.317808
46906;6616;26029;11462;281.324989
46907;6616;26027;12047;281.333213
46908;6616;26279;11667;281.341466
46909;6616;26246;11328;281.350125
46910;6616;26210;11512;281.358200
46911;6616;26422;10735;281.366170
46912;6616;25916;10912;281.374023
46913;6616;26037;11239;281.381692
46914;6616;26172;12350;281.389398
46915;6616;26939;12489;281.397314
46916;6616;26680;11818;281.403738
46917;6616;26195;11803;281.410941
46918;6616;26218;11972;281.418219
46919;6616;26110;11308;281.425611
46920;6616;26006;11571;281.432811
46921;6616;26363;11712;281.440456
46922;6616;26284;11919;281.447727
46923;6616;25816;11792;281.455653
46924;6616;26528;11992;281.464123
46925;6616;25742;11334;281.472455
46926;6616;26176;11843;281.480505
46927;6616;25959;11517;281.488561
46928;6616;26597;11902;281.496509
46929;6616;25898;11285;281.504577
46930;6616;26126;12099;281.512468
46931;6616;26177;12176;281.520788
46932;6616;25560;11379;281.527882
46933;6616;26168;11618;281.534150
46934;6616;26239;11436;281.539155
46935;6616;25948;11592;281.543992
46936;6616;26174;11374;281.549180
46937;6616;26216;11588;281.555249
46938;6616;25948;11415;281.562067
46939;6616;26408;12565;281.569283
46940;6616;26056;12129;281.576389
46941;6616;26150;11525;281.583708
46942;6616;26325;11345;281.591178
46943;6616;26110;11218;281.598919
