geracao;minFitness;maxFitness;avgFitness;time
9319;9795;26577;14148;54.915601
9320;9795;26227;13409;54.919270
9321;9795;26475;13876;54.922939
9322;9795;26172;13456;54.926546
9323;9795;26576;14404;54.930661
9324;9795;26000;13986;54.934729
9325;9795;26572;13995;54.939963
9326;9795;26257;14092;54.945571
9327;9795;26184;14006;54.952084
9328;9795;26217;13682;54.956199
9329;9795;26544;13661;54.960301
9330;9795;25862;13823;54.964341
9331;9795;26157;13451;54.968773
9332;9795;26372;13621;54.973875
9333;9795;26216;13813;54.979363
9334;9795;26289;13999;54.985721
9335;9795;26388;13734;54.991437
9336;9795;26226;14299;54.996935
9337;9795;26219;13679;55.003805
9338;9795;26389;13941;55.010936
9339;9795;25942;13795;55.016903
9340;9795;26533;13755;55.023048
9341;9795;26093;13783;55.029517
9342;9795;26038;13995;55.036401
9343;9795;26435;14585;55.043024
9344;9795;26011;14050;55.049741
9345;9795;26349;14290;55.056874
9346;9795;25712;14572;55.064059
9347;9795;26536;14195;55.071126
9348;9795;26284;14454;55.077865
9349;9795;25671;14063;55.084291
9350;9795;26606;14138;55.090783
9351;9795;25851;14044;55.097379
9352;9795;26375;14020;55.103698
9353;9795;26487;13842;55.109372
9354;9795;26365;13631;55.117775
9355;9795;26358;13956;55.126117
9356;9795;26430;13748;55.132332
9357;9795;26146;13723;55.137353
9358;9795;25960;13884;55.142215
9359;9795;26326;14522;55.146528
9360;9795;26824;14323;55.150754
9361;9795;26374;13827;55.154463
9362;9795;26256;13805;55.158267
9363;9795;26212;13009;55.161853
9364;9794;25871;13737;55.165526
9365;9794;26256;13927;55.169229
9366;9794;26546;14253;55.173100
9367;9794;25358;14244;55.176916
9368;9794;25790;14462;55.180709
9369;9794;25861;13856;55.184454
9370;9794;25963;14193;55.188217
9371;9794;26361;13945;55.191904
9372;9794;25961;14162;55.195632
9373;9794;25782;13580;55.200136
9374;9794;26064;13714;55.203881
9375;9794;26257;14151;55.207655
9376;9794;25968;13491;55.211345
9377;9794;26157;13716;55.214992
9378;9794;25995;14076;55.218765
9379;9794;26121;13802;55.222478
9380;9794;26676;13925;55.226225
9381;9794;26192;14173;55.229924
9382;9794;26110;15051;55.233843
9383;9794;26177;14069;55.237582
9384;9794;26152;13725;55.241243
9385;9794;26224;14272;55.245008
9386;9794;26150;14689;55.248901
9387;9794;26046;14407;55.252768
9388;9794;26077;14478;55.256600
9389;9794;26454;13877;55.260412
9390;9794;26296;14195;55.264292
9391;9794;26037;13831;55.267984
9392;9794;25896;14062;55.271764
9393;9794;26197;13997;55.275610
9394;9794;26296;13824;55.279595
9395;9794;26036;13898;55.283762
9396;9794;26030;14080;55.287518
9397;9794;26051;14135;55.291236
9398;9794;26110;13620;55.294880
9399;9794;25827;14617;55.298713
9400;9794;26498;14221;55.302458
9401;9794;25862;13617;55.306197
9402;9794;26202;14055;55.310030
9403;9794;26292;14342;55.313741
9404;9794;26301;14682;55.317607
9405;9794;26341;14027;55.321409
9406;9794;26285;13636;55.325262
9407;9794;25983;13613;55.329903
9408;9794;25604;13842;55.334290
9409;9794;26366;14252;55.338100
9410;9794;25899;14153;55.341959
9411;9794;26316;13666;55.345772
9412;9794;26394;14324;55.349565
9413;9794;26002;13861;55.353314
9414;9794;26056;14086;55.357209
9415;9794;26415;13413;55.360933
9416;9794;26085;13481;55.364543
9417;9794;26320;13567;55.368188
9418;9794;26081;14105;55.372601
9419;9794;26083;13529;55.376589
9420;9794;26267;14769;55.380509
9421;9794;26515;14016;55.384321
9422;9794;25938;14214;55.388473
9423;9794;26555;14036;55.392652
9424;9794;26199;14036;55.397444
9425;9794;26135;14044;55.402308
9426;9794;25973;14344;55.407447
9427;9794;25969;13580;55.412248
9428;9794;26451;13586;55.417013
9429;9794;26173;13667;55.421819
9430;9794;26142;14085;55.426696
9431;9794;26117;13989;55.431693
9432;9794;25991;13641;55.438335
9433;9794;26329;13965;55.447009
9434;9794;26330;13877;55.456449
9435;9794;26221;13965;55.466042
9436;9794;25705;13604;55.475485
9437;9794;25912;13965;55.485043
9438;9794;26181;13723;55.494548
9439;9794;26154;14424;55.502052
9440;9794;26555;13568;55.509086
9441;9794;26046;13351;55.516137
9442;9794;26478;13901;55.523184
9443;9794;26079;13764;55.530500
9444;9794;26279;14453;55.537750
9445;9794;26491;14787;55.546301
9446;9794;26256;13800;55.553576
9447;9794;26397;13668;55.561346
9448;9794;26238;14114;55.568537
9449;9794;26432;13611;55.575872
9450;9794;25996;14228;55.583078
9451;9794;26274;13924;55.590317
9452;9794;26282;13352;55.597579
9453;9794;25762;14027;55.605453
9454;9794;26745;13846;55.613482
9455;9794;25569;13991;55.620997
9456;9794;26801;13724;55.628164
9457;9794;26422;13939;55.635453
9458;9794;26045;14115;55.642989
9459;9794;26455;13452;55.649940
9460;9794;25791;13888;55.657274
9461;9794;26725;13647;55.664357
9462;9794;26100;13975;55.671992
9463;9794;25932;13467;55.679248
9464;9794;26677;13560;55.686472
9465;9794;26142;14269;55.693636
9466;9794;26432;13558;55.700790
9467;9794;26315;14079;55.707947
9468;9794;25960;14512;55.715525
9469;9794;26279;14090;55.722763
9470;9794;25863;13991;55.730257
9471;9794;25876;13946;55.737884
9472;9794;26263;13831;55.744898
9473;9794;26009;13585;55.751776
9474;9794;25985;14493;55.758989
9475;9794;25916;14586;55.766521
9476;9794;25919;14012;55.773682
9477;9794;25542;13983;55.780980
9478;9794;26028;13758;55.788134
9479;9794;26152;14341;55.795446
9480;9794;25974;14360;55.802807
9481;9794;26054;13941;55.810191
9482;9794;26506;14439;55.817456
9483;9794;26140;14350;55.824862
9484;9794;26126;13764;55.834613
9485;9794;25834;14250;55.842833
9486;9794;25912;14208;55.852146
9487;9794;26319;13345;55.860662
9488;9794;26329;13769;55.868387
9489;9794;26375;13864;55.876707
9490;9794;26072;14089;55.885695
9491;9794;26157;14088;55.893827
9492;9794;26137;14340;55.901674
9493;9794;26325;13829;55.910547
9494;9794;26243;13978;55.918732
9495;9794;26255;14163;55.926870
9496;9794;26176;13515;55.934307
9497;9794;27353;14300;55.942102
9498;9794;26150;14301;55.949642
9499;9794;26076;14083;55.957153
9500;9794;26120;14160;55.964480
9501;9794;26531;14020;55.971895
9502;9794;25979;14243;55.979454
9503;9794;26432;14070;55.986589
9504;9794;25948;13787;55.993557
9505;9794;26123;13645;56.000772
9506;9794;26228;13558;56.007683
9507;9794;26461;13615;56.014859
9508;9794;26076;13885;56.021960
9509;9794;26628;14351;56.029364
9510;9794;27098;13955;56.036667
9511;9794;25930;14056;56.044172
9512;9794;26341;14465;56.051511
9513;9794;26124;13630;56.059387
9514;9794;26003;14240;56.069095
9515;9794;26083;14117;56.076465
9516;9794;26457;14261;56.083640
9517;9793;26312;14320;56.090987
9518;9793;25901;14067;56.098302
9519;9793;26204;13759;56.105709
9520;9793;26426;14430;56.114824
9521;9793;26397;14071;56.124697
9522;9793;26263;13938;56.133950
9523;9793;26007;13967;56.144646
9524;9793;26164;14358;56.154676
9525;9793;26094;13565;56.163989
9526;9793;25931;14268;56.176035
9527;9793;26359;13816;56.186507
9528;9793;26109;14214;56.196929
9529;9790;26170;13537;56.206443
9530;9790;26043;14036;56.215865
9531;9784;26185;13321;56.224778
9532;9781;27134;13357;56.233662
9533;9781;26122;13890;56.242605
9534;9781;25931;14222;56.251707
9535;9781;26210;13744;56.260766
9536;9781;25962;13994;56.269801
9537;9781;26048;14064;56.278979
9538;9781;26304;13966;56.288066
9539;9781;26150;13568;56.297530
9540;9781;26323;13590;56.306881
9541;9781;25961;13598;56.316803
9542;9781;25968;13883;56.326565
9543;9781;26161;14313;56.336455
9544;9781;26579;13482;56.346169
9545;9781;26427;14068;56.355825
9546;9781;26454;14153;56.365340
9547;9781;27026;14274;56.375860
9548;9781;25909;13823;56.386065
9549;9781;26054;13787;56.395209
9550;9781;26109;13634;56.405598
9551;9781;26111;13814;56.415228
9552;9781;26331;14453;56.426428
9553;9781;26116;13941;56.437155
9554;9781;26415;13478;56.446327
9555;9781;26424;14011;56.455731
9556;9781;25907;13807;56.464830
9557;9781;26301;14234;56.473838
9558;9781;26145;13927;56.483177
9559;9781;25869;14172;56.492247
9560;9781;26190;13792;56.501159
9561;9781;26363;13930;56.510065
9562;9781;25967;14164;56.519305
9563;9781;26095;14025;56.528936
9564;9781;26465;13800;56.541295
9565;9781;26699;14090;56.551368
9566;9781;26298;13586;56.561194
9567;9781;26112;13699;56.570172
9568;9781;26583;14078;56.577291
9569;9781;26131;14200;56.583311
9570;9781;25893;14539;56.589965
9571;9781;26270;14179;56.597264
9572;9781;25969;14236;56.604644
9573;9781;26670;13924;56.612628
9574;9781;26738;13987;56.619883
9575;9781;26387;13424;56.627009
9576;9781;25891;13441;56.634086
9577;9781;26114;13706;56.641234
9578;9781;26189;14119;56.647208
9579;9781;26064;13821;56.652844
9580;9781;25838;13491;56.657638
9581;9781;26331;13548;56.661998
9582;9781;26416;14012;56.665952
9583;9781;26271;14374;56.670001
9584;9781;26943;13615;56.673641
9585;9781;26262;13914;56.677336
9586;9781;26128;14108;56.681017
9587;9781;25999;13776;56.685229
9588;9781;26115;14507;56.689977
9589;9781;26426;13807;56.694757
9590;9781;26031;13675;56.699835
9591;9781;26123;14329;56.704518
9592;9781;26463;14047;56.709187
9593;9781;26426;14388;56.714024
9594;9781;26181;13804;56.718730
9595;9781;26200;13992;56.723422
9596;9781;26457;13613;56.727535
9597;9781;26063;14483;56.732571
9598;9781;26419;14065;56.739357
9599;9781;26017;13521;56.746367
9600;9781;26216;13909;56.753899
9601;9781;26157;13883;56.761647
9602;9781;26403;14073;56.768805
9603;9781;26535;13883;56.776615
9604;9781;26915;14399;56.784683
9605;9781;25756;13804;56.792574
9606;9781;26149;13998;56.800470
9607;9781;26263;13814;56.808670
9608;9781;26511;14012;56.816652
9609;9781;25971;14135;56.824983
9610;9781;26363;14240;56.833490
9611;9781;26068;14262;56.842503
9612;9781;25793;14386;56.850674
9613;9781;26298;13912;56.859768
9614;9781;25860;14308;56.868160
9615;9781;26283;13990;56.875846
9616;9781;26405;13497;56.882828
9617;9781;25952;13377;56.890103
9618;9781;26197;13592;56.897329
9619;9781;26277;13707;56.904790
9620;9781;26256;14306;56.912243
9621;9781;26237;13672;56.919840
9622;9781;26918;14587;56.927285
9623;9781;26141;14126;56.934029
9624;9781;26717;13573;56.939858
9625;9781;26729;13452;56.944508
9626;9781;25866;13825;56.949187
9627;9781;26063;13496;56.953139
9628;9781;25695;13877;56.957176
9629;9781;25876;14392;56.961074
9630;9781;26154;14084;56.964996
9631;9781;25919;14073;56.968858
9632;9781;26185;13691;56.972687
9633;9781;26750;13792;56.976466
9634;9781;26091;13721;56.980482
9635;9781;26438;14153;56.984701
9636;9781;26136;13560;56.989444
9637;9781;25974;13709;56.994274
9638;9781;26645;13657;56.999684
9639;9781;25940;13769;57.005005
9640;9781;26773;14273;57.010507
9641;9781;26336;14526;57.016032
9642;9781;26493;13954;57.021501
9643;9781;25995;14138;57.027088
9644;9781;26143;13694;57.032589
9645;9781;25867;13779;57.037931
9646;9781;26534;13683;57.043316
9647;9781;26245;14785;57.048989
9648;9781;26279;14873;57.054603
9649;9781;26667;14420;57.060270
9650;9781;26030;13886;57.065869
9651;9781;26437;13744;57.071362
9652;9781;25950;13999;57.078104
9653;9781;25928;14086;57.085241
9654;9781;26367;14129;57.092533
9655;9781;26185;13510;57.099592
9656;9781;26280;14182;57.106922
9657;9781;26208;13529;57.114054
9658;9781;26124;13750;57.121243
9659;9781;26223;13788;57.128317
9660;9781;25898;14227;57.135512
9661;9781;25713;13541;57.142632
9662;9781;26645;13668;57.149780
9663;9781;26477;14363;57.157130
9664;9781;25579;14037;57.164315
9665;9781;26486;14276;57.171820
9666;9781;25977;14076;57.178958
9667;9781;26338;13963;57.186318
9668;9781;26429;14206;57.193506
9669;9781;26458;13515;57.200648
9670;9781;26116;14385;57.206296
9671;9781;26796;14064;57.211565
9672;9781;26532;13462;57.217315
9673;9781;25905;13700;57.224326
9674;9781;26215;14038;57.231613
9675;9781;26340;14072;57.239022
9676;9781;26049;14011;57.246438
9677;9781;26352;14432;57.253777
9678;9781;26132;14509;57.261230
9679;9781;25961;13679;57.268462
9680;9781;25890;13636;57.275723
9681;9781;26478;14462;57.282698
9682;9781;25812;15012;57.288953
9683;9781;25926;14234;57.294212
9684;9781;26096;14050;57.298934
9685;9781;26314;14308;57.303024
9686;9781;26462;14214;57.307460
9687;9781;26305;13941;57.313652
9688;9781;26033;13766;57.320412
9689;9781;26022;14146;57.327746
9690;9781;26722;13633;57.334782
9691;9781;26429;14265;57.341902
9692;9781;25878;13792;57.349321
9693;9781;26046;14857;57.357210
9694;9781;26215;13516;57.364796
9695;9781;26837;13838;57.372443
9696;9781;26206;14334;57.380174
9697;9781;25855;14296;57.387966
9698;9781;26777;13964;57.395654
9699;9781;26241;14414;57.403493
9700;9781;25811;13542;57.411373
9701;9781;25637;13731;57.419201
9702;9781;25631;14197;57.426910
9703;9781;25992;13470;57.434624
9704;9781;26125;13423;57.442224
9705;9781;25877;13707;57.449901
9706;9781;25999;14240;57.457602
9707;9781;26695;13878;57.465457
9708;9781;26668;14074;57.473052
9709;9781;26576;14063;57.480622
9710;9781;25994;14232;57.488274
9711;9781;25719;14517;57.496021
9712;9781;26016;13915;57.503747
9713;9781;25770;14027;57.511532
9714;9781;26098;13614;57.518264
9715;9781;26474;14120;57.524151
9716;9781;26258;13813;57.529002
9717;9781;26362;14370;57.533737
9718;9781;26113;14000;57.537844
9719;9781;25870;13428;57.541905
9720;9781;26040;13495;57.545473
9721;9781;26273;13355;57.548927
9722;9781;26144;13290;57.552370
9723;9781;25897;13805;57.555826
9724;9781;25766;13681;57.559530
9725;9781;25891;13811;57.563870
9726;9781;26433;14110;57.568318
9727;9781;26693;14488;57.573297
9728;9781;26299;14281;57.578749
9729;9781;26059;13899;57.584983
9730;9781;26453;13818;57.591853
9731;9750;26217;13907;57.599028
9732;9750;26195;13987;57.606466
9733;9750;26530;13905;57.613547
9734;9750;26526;14203;57.620982
9735;9750;26077;13907;57.628530
9736;9750;26722;14014;57.636165
9737;9750;26195;13279;57.643562
9738;9750;26451;13651;57.650878
9739;9750;25945;14006;57.658385
9740;9750;26150;13975;57.665635
9741;9750;26428;13949;57.673154
9742;9750;26226;13361;57.680425
9743;9750;26095;13902;57.687726
9744;9750;26123;14216;57.694035
9745;9750;26333;13849;57.699036
9746;9750;26328;13311;57.703752
9747;9750;26565;14339;57.707840
9748;9750;26101;14292;57.711877
9749;9750;26232;14142;57.715809
9750;9750;26003;14478;57.719564
9751;9750;25962;13890;57.723134
9752;9750;26004;13307;57.726675
9753;9750;26552;13727;57.730213
9754;9750;25591;13977;57.733943
9755;9750;26075;14924;57.737661
9756;9750;26324;13705;57.741261
9757;9750;26591;13738;57.744774
9758;9750;26683;13823;57.748423
9759;9750;25943;13837;57.752037
9760;9750;26205;13582;57.755570
9761;9750;25903;13934;57.759175
9762;9750;26027;13776;57.762831
9763;9750;25881;13672;57.766440
9764;9750;26097;13748;57.770034
9765;9750;26648;13724;57.773674
9766;9750;26319;13928;57.777336
9767;9750;26528;14772;57.781057
9768;9750;25895;13962;57.784679
9769;9750;26045;13490;57.788283
9770;9750;26150;13873;57.791870
9771;9750;26529;13506;57.796024
9772;9750;26139;14282;57.800497
9773;9750;26110;14085;57.805251
9774;9750;26086;14619;57.810560
9775;9750;25994;13754;57.816234
9776;9750;26163;14220;57.822004
9777;9750;25906;13685;57.830472
9778;9750;25952;14032;57.837696
9779;9750;26459;13918;57.844915
9780;9750;26139;14369;57.852114
9781;9750;27104;14129;57.859395
9782;9750;26081;14095;57.866579
9783;9750;26232;14099;57.873825
9784;9750;26289;13826;57.880867
9785;9750;26460;14361;57.888088
9786;9750;26436;13776;57.894830
9787;9750;26789;13420;57.900297
9788;9750;26159;13760;57.905442
9789;9750;26227;13946;57.910066
9790;9750;26077;14365;57.914219
9791;9750;26511;14410;57.918378
9792;9750;26100;13846;57.922184
9793;9750;26214;14000;57.925845
9794;9750;25866;13877;57.929393
9795;9750;25974;13906;57.932929
9796;9750;26199;14414;57.936547
9797;9750;25897;13861;57.940114
9798;9750;26100;13815;57.943686
9799;9750;26269;13899;57.947222
9800;9750;27064;13576;57.950698
9801;9750;26263;14053;57.954237
9802;9750;26183;13914;57.957779
9803;9750;26579;13940;57.961776
9804;9750;26087;14074;57.965775
9805;9750;26256;14077;57.969767
9806;9750;26670;13889;57.973826
9807;9750;26237;14811;57.978492
9808;9750;25868;14006;57.983021
9809;9750;26303;13883;57.987494
9810;9750;25906;14054;57.991994
9811;9750;26199;13827;57.996883
9812;9750;26139;13737;58.002169
9813;9750;26067;13520;58.007970
9814;9750;25687;13571;58.014714
9815;9750;26117;13725;58.021872
9816;9750;26192;13513;58.029457
9817;9750;26428;13855;58.036927
9818;9750;26138;14145;58.044595
9819;9750;25953;14149;58.052227
9820;9750;26236;13617;58.059876
9821;9750;25941;13619;58.067532
9822;9750;26141;14127;58.075569
9823;9750;26178;13534;58.083421
9824;9750;26539;13996;58.091362
9825;9750;26300;13418;58.098951
9826;9750;26646;13919;58.106761
9827;9750;25989;14033;58.114541
9828;9750;26422;13804;58.122459
9829;9750;26325;14110;58.130189
9830;9750;26057;14048;58.138312
9831;9750;25930;13736;58.146249
9832;9750;26034;13795;58.154307
9833;9750;26321;13491;58.162231
9834;9750;26568;14235;58.168951
9835;9750;25978;13115;58.175287
9836;9750;26432;14548;58.180426
9837;9750;26344;13978;58.184952
9838;9750;25665;14073;58.189239
9839;9750;26263;14009;58.193245
9840;9750;26221;13615;58.197488
9841;9750;25708;14320;58.201643
9842;9750;26194;14322;58.206258
9843;9750;26700;14349;58.210450
9844;9750;26243;14363;58.214607
9845;9750;26518;13852;58.218635
9846;9750;26185;14310;58.222631
9847;9750;25758;14549;58.226639
9848;9750;26548;14656;58.230514
9849;9750;26564;13830;58.234261
9850;9750;26210;14394;58.238059
9851;9750;26278;13964;58.241835
9852;9750;26107;13747;58.245663
9853;9750;26202;13764;58.249421
9854;9750;26469;14281;58.253153
9855;9750;26542;14566;58.256921
9856;9750;25768;13554;58.260735
9857;9750;26228;13690;58.264490
9858;9750;26403;13567;58.268188
9859;9750;26640;13849;58.271851
9860;9750;26214;13673;58.275597
9861;9750;26039;14114;58.279276
9862;9750;26270;13604;58.282911
9863;9750;25875;13436;58.286463
9864;9750;25990;13430;58.290057
9865;9750;25950;13884;58.293665
9866;9750;26411;14095;58.297250
9867;9750;26345;13939;58.300862
9868;9750;25909;14248;58.304540
9869;9750;26039;13775;58.308209
9870;9750;25846;14212;58.311832
9871;9750;26064;14303;58.315434
9872;9750;26263;14842;58.319085
9873;9750;25983;13493;58.322729
9874;9750;25956;13835;58.326266
9875;9750;26280;14075;58.329821
9876;9750;25918;13792;58.333379
9877;9750;26007;14477;58.337291
9878;9750;26309;13684;58.341590
9879;9750;25995;13540;58.346449
9880;9750;26310;13320;58.350456
9881;9750;26201;13744;58.355039
9882;9750;25780;13924;58.359639
9883;9750;26512;14267;58.364938
9884;9750;26438;13609;58.370132
9885;9750;26495;13525;58.375296
9886;9750;26381;13791;58.380527
9887;9750;25937;13789;58.386062
9888;9750;25875;13549;58.391952
9889;9750;26056;13717;58.398561
9890;9750;26301;13909;58.406224
9891;9750;26048;13829;58.414650
9892;9750;26263;13826;58.422861
9893;9750;26368;14046;58.431262
9894;9750;26233;13513;58.440169
9895;9750;25894;13971;58.449028
9896;9750;26697;13954;58.457729
9897;9750;26019;14331;58.466513
9898;9750;26003;14270;58.474846
9899;9750;25702;13330;58.483017
9900;9750;25998;13805;58.491302
9901;9750;26372;13603;58.499674
9902;9750;25990;13671;58.507741
9903;9750;25890;13549;58.515809
9904;9750;26180;13563;58.523770
9905;9750;25942;13937;58.531746
9906;9750;25902;13830;58.539311
9907;9750;26107;13887;58.547391
9908;9750;25922;13590;58.555132
9909;9750;26324;14701;58.563177
9910;9750;26324;14480;58.571029
9911;9750;25948;14090;58.579122
9912;9750;26143;13957;58.586809
9913;9750;26014;14366;58.594712
9914;9750;26337;14604;58.602368
9915;9750;26430;14157;58.610127
9916;9750;26088;13862;58.617799
9917;9750;26252;13346;58.625347
9918;9750;26239;14105;58.632896
9919;9750;26502;13932;58.640974
9920;9750;26084;13799;58.648831
9921;9750;26223;13363;58.657698
9922;9750;25835;13459;58.665267
9923;9750;26329;13709;58.673385
9924;9750;26033;13438;58.681542
9925;9750;26067;13955;58.689794
9926;9750;26031;13837;58.698109
9927;9750;25815;13945;58.706334
9928;9750;25898;13584;58.714461
9929;9750;26089;14354;58.722169
9930;9750;25876;14640;58.730109
9931;9750;26585;14176;58.738262
9932;9750;26111;14356;58.746340
9933;9750;26220;14074;58.754016
9934;9750;26251;14028;58.761954
9935;9750;26223;14182;58.769658
9936;9750;26011;13955;58.777369
9937;9750;25623;13246;58.784906
9938;9750;26285;13705;58.792483
9939;9750;26107;14338;58.800014
9940;9750;26005;14157;58.807788
9941;9750;26311;13776;58.815526
9942;9750;26609;13718;58.823318
9943;9750;26124;13261;58.830920
9944;9750;26352;13907;58.838824
9945;9750;26119;13043;58.846316
9946;9750;26535;13396;58.853727
9947;9750;26556;14041;58.861376
9948;9750;26098;13845;58.868867
9949;9750;26439;13644;58.876491
9950;9750;26664;13230;58.884000
9951;9750;25826;13839;58.891665
9952;9750;26288;14426;58.899349
9953;9750;25765;14046;58.907146
9954;9750;25953;14007;58.914883
9955;9750;25887;14173;58.922702
9956;9750;26013;14255;58.930449
9957;9750;26483;13537;58.938897
9958;9750;25938;13757;58.946709
9959;9750;26468;13565;58.954408
9960;9750;26353;13817;58.961838
9961;9750;25991;14054;58.969573
9962;9750;26054;13885;58.977152
9963;9750;26498;14290;58.984820
9964;9750;26178;14294;58.991869
9965;9750;26489;14225;58.997992
9966;9750;26333;13821;59.003006
9967;9750;25886;13992;59.007888
9968;9750;25829;14182;59.012075
9969;9750;26115;14026;59.016218
9970;9750;26330;14197;59.019876
9971;9750;26149;14255;59.023415
9972;9750;26361;13953;59.027134
9973;9750;26241;14626;59.031177
9974;9750;26271;14737;59.035260
9975;9750;26029;14030;59.039719
9976;9750;26339;14341;59.044083
9977;9750;25535;14730;59.048093
9978;9750;26415;14090;59.051990
9979;9750;26227;13662;59.055905
9980;9750;26459;14423;59.060294
9981;9750;26046;13866;59.065228
9982;9750;26370;14260;59.070428
9983;9750;25931;14140;59.076642
9984;9750;26127;14097;59.083432
9985;9750;26139;13595;59.090655
9986;9750;26512;14036;59.096788
9987;9750;26314;14222;59.102886
9988;9750;26148;13978;59.108945
9989;9750;26436;13554;59.114937
9990;9750;26047;14020;59.121205
9991;9750;26440;14023;59.127193
9992;9750;26506;13715;59.133137
9993;9750;26568;13712;59.139153
9994;9750;26264;14423;59.145106
9995;9750;26275;14555;59.151300
9996;9750;25734;14379;59.157429
9997;9750;26297;13951;59.162983
9998;9750;26174;14075;59.168197
9999;9750;25975;13996;59.172614
10000;9750;26183;14000;59.176791
10001;9750;26020;13827;59.180624
10002;9750;26074;13470;59.184206
10003;9750;26560;14052;59.187895
10004;9750;25873;14680;59.191520
10005;9750;25999;14063;59.195154
10006;9750;26655;14119;59.198765
10007;9750;25770;13294;59.202405
10008;9750;26784;13940;59.205995
10009;9750;26032;13860;59.209498
10010;9750;25882;14252;59.213063
10011;9750;26186;14154;59.217294
10012;9750;26428;13939;59.220920
10013;9750;25822;13533;59.224441
10014;9750;26398;13576;59.227900
10015;9750;25995;13917;59.231472
10016;9750;26263;13471;59.234994
10017;9750;26361;13444;59.238542
10018;9750;25862;13594;59.242005
10019;9750;26093;13544;59.245794
10020;9750;25820;14324;59.249740
10021;9750;26086;14148;59.254025
10022;9750;26226;14046;59.258423
10023;9750;26191;14172;59.263444
10024;9750;25775;13734;59.268570
10025;9750;26257;14178;59.274557
10026;9750;25937;13973;59.279930
10027;9750;26485;14223;59.285110
10028;9750;26205;14665;59.290236
10029;9750;26145;13783;59.295657
10030;9750;26232;13838;59.300798
10031;9750;26115;13729;59.305974
10032;9750;26071;14039;59.311367
10033;9750;26053;13745;59.316645
10034;9750;26436;14013;59.322005
10035;9750;26391;14316;59.327383
10036;9750;25872;14038;59.332703
10037;9750;26484;13650;59.338109
10038;9750;26278;13575;59.342952
10039;9750;26231;14504;59.347381
10040;9750;26248;14303;59.351481
10041;9750;25922;13861;59.357162
10042;9750;26370;13187;59.364703
10043;9750;26280;13815;59.371863
10044;9750;26369;13740;59.377557
10045;9750;26508;13409;59.383265
10046;9750;25930;13912;59.392186
10047;9750;26780;14098;59.401135
10048;9750;26414;13408;59.408546
10049;9750;26125;13547;59.416014
10050;9750;26117;13691;59.423158
10051;9750;26001;13920;59.430232
10052;9750;25881;13159;59.437438
10053;9750;25910;13682;59.444684
10054;9750;26032;14170;59.452032
10055;9750;26113;14309;59.459070
10056;9750;26525;13915;59.465421
10057;9750;25816;13870;59.470467
10058;9740;26118;13989;59.475256
10059;9740;26374;13987;59.479376
10060;9740;26505;13920;59.483442
10061;9740;26163;13427;59.487325
10062;9740;26501;14211;59.491209
10063;9740;26142;14008;59.495067
10064;9740;26608;13886;59.498817
10065;9740;26364;14422;59.502643
10066;9740;26270;13654;59.506344
10067;9740;26137;13779;59.510067
10068;9740;26107;14003;59.513792
10069;9740;25965;13742;59.517334
10070;9740;25947;13848;59.520996
10071;9740;26534;13810;59.524780
10072;9740;26297;13951;59.528372
10073;9740;26461;14353;59.532032
10074;9740;26363;14142;59.535686
10075;9740;26109;14072;59.539341
10076;9740;26196;14232;59.542932
10077;9740;26172;13990;59.546442
10078;9740;26296;13641;59.549896
10079;9740;26536;13543;59.553468
10080;9740;26382;13506;59.557077
10081;9740;26540;14017;59.560632
10082;9740;25998;14219;59.564254
10083;9740;26295;13705;59.567878
10084;9740;26095;13892;59.571698
10085;9740;25848;13561;59.575822
10086;9740;26095;14350;59.580269
10087;9740;26119;14130;59.584904
10088;9740;26284;14068;59.589691
10089;9740;26950;13789;59.594157
10090;9740;26277;14026;59.598584
10091;9740;26064;13324;59.603159
10092;9740;27000;13717;59.608056
10093;9740;26067;13888;59.613554
10094;9740;26316;13550;59.619300
10095;9740;26239;13694;59.626375
10096;9740;26124;14014;59.633422
10097;9740;26306;14233;59.640533
10098;9740;25701;13926;59.647602
10099;9740;26032;14000;59.655198
10100;9740;25862;13891;59.662614
10101;9740;26079;13931;59.670046
10102;9740;25941;14118;59.677179
10103;9740;25871;13476;59.684343
10104;9740;25850;14248;59.691413
10105;9740;26033;13608;59.698451
10106;9740;26241;13796;59.705470
10107;9740;25957;13586;59.712657
10108;9740;26775;14344;59.719870
10109;9740;26307;14390;59.726998
10110;9740;26400;14104;59.732802
10111;9740;26000;13570;59.737997
10112;9740;26113;13840;59.742639
10113;9740;26445;14092;59.747091
10114;9740;26602;13601;59.750898
10115;9740;26533;13938;59.754770
10116;9740;26266;13871;59.758285
10117;9740;26331;14193;59.762941
10118;9740;26304;13939;59.768102
10119;9740;26062;13475;59.773358
10120;9740;25877;14151;59.779697
10121;9740;26100;14217;59.786834
10122;9740;26053;14205;59.794335
10123;9740;26351;14626;59.801744
10124;9740;26132;14153;59.809218
10125;9740;26216;14107;59.816466
10126;9740;26310;13536;59.823768
10127;9740;26706;14265;59.830897
10128;9740;26132;13453;59.838069
10129;9740;26297;14343;59.845229
10130;9740;25803;14065;59.852392
10131;9740;26615;14393;59.859565
10132;9740;25990;13650;59.866678
10133;9740;26474;13721;59.873816
10134;9740;25813;13535;59.880871
10135;9740;26382;13272;59.888201
10136;9740;26249;13852;59.895445
10137;9740;26219;14050;59.902838
10138;9740;26121;13554;59.909919
10139;9740;26240;13735;59.917854
10140;9740;26195;13970;59.924988
